method,f1_weighted,f1_macro,barycenter_time,classify_time
euclidean_raw,0.2236928104575163,0.22369281045751635,50.07334780693054,1.8264472484588623
euclidean_params,0.2481328903654485,0.2481328903654485,16.45405077934265,0.7947776317596436
wasserstein_params,0.2722719141323793,0.2722719141323793,322.148677110672,1.2646222114562988
