method,f1_weighted,f1_macro,barycenter_time,classify_time
euclidean_raw,0.1123403019744483,0.1123403019744483,46.78823733329773,1.8404858112335205
euclidean_params,0.1522222222222222,0.1522222222222222,16.79560899734497,0.8621053695678711
wasserstein_params,0.37274609448522494,0.37274609448522494,337.122355222702,1.4138309955596924
