method,mode,k,n_seeds,acc_mean,acc_std,f1_mean,f1_std,time_mean,time_std
eucl_params,barycenter,,1,0.2375,0.0,0.09693877551020408,0.0,1060.3688704967499,0.0
eucl_raw,barycenter,,1,0.375,0.0,0.308943021186583,0.0,1600.8048276901245,0.0
wasps,barycenter,,1,0.2375,0.0,0.09693877551020408,0.0,2129.5383913517,0.0
