method,mode,k,n_seeds,acc_mean,acc_std,f1_mean,f1_std,time_mean,time_std
eucl_params,barycenter,,1,0.425,0.0,0.37211981566820274,0.0,247.52514338493347,0.0
eucl_params,knn,1,1,0.625,0.0,0.6127865752396416,0.0,6.273072957992554,0.0
eucl_raw,barycenter,,1,0.375,0.0,0.3145604395604396,0.0,280.8520233631134,0.0
eucl_raw,knn,1,1,0.5375,0.0,0.49610690235690236,0.0,8.80219578742981,0.0
wasps,barycenter,,1,0.3625,0.0,0.29613820887292236,0.0,261.8068253993988,0.0
wasps,knn,1,1,0.75,0.0,0.7446364121394721,0.0,7.244734525680542,0.0
