method,mode,k,n_seeds,acc_mean,acc_std,f1_mean,f1_std,time_mean,time_std
eucl_params,barycenter,,4,0.234375,0.013621559198564606,0.09587021361574934,0.004820107673197828,1062.6772283911705,3.3630680296718967
eucl_params,knn,1,4,0.725,0.023385358667337125,0.7185640034663756,0.022886054749366093,139.50806534290314,0.7678841597856484
eucl_params,knn,10,4,0.6625,0.044194173824159244,0.6454577771879908,0.04653157507819766,139.27326875925064,0.7755182888702329
eucl_raw,barycenter,,4,0.38125,0.010825317547305494,0.3245690900760323,0.019520010904456125,1611.5172683000565,8.443549590528903
eucl_raw,knn,1,4,0.590625,0.060191750888306944,0.5707601892176314,0.07447626301286234,136.99220997095108,0.8693177010160651
eucl_raw,knn,10,4,0.5874999999999999,0.02338535866733714,0.5586110213196557,0.03181971068480579,136.83133578300476,1.3801147952039832
wasps,barycenter,,4,0.234375,0.013621559198564606,0.09587021361574934,0.004820107673197828,1724.3515441417694,408.1056360998318
wasps,knn,1,4,0.7281249999999999,0.035767259819561255,0.7215629594881573,0.03895968086722566,142.67982548475266,0.7979943725784208
wasps,knn,10,4,0.675,0.031868871959954914,0.6625978796191605,0.03347118148463991,142.49009537696838,0.4812501846238491
