k,gamma,seed,fold,f1,train_time,test_time,total_time,f1_class_0,f1_class_1,f1_class_4,f1_class_5
1,0.0001,42,,0.1,2.6226043701171875e-06,2.426705837249756,2.426708459854126,0.4,0.0,0.0,0.0
1,0.0001,43,,0.1,3.0994415283203125e-06,2.5947487354278564,2.5947518348693848,0.4,0.0,0.0,0.0
1,0.0001,44,,0.1,2.6226043701171875e-06,2.461923599243164,2.461926221847534,0.4,0.0,0.0,0.0
1,0.01,42,,0.09210526315789473,2.1457672119140625e-06,2.5410208702087402,2.541023015975952,0.0,0.3684210526315789,0.0,0.0
1,0.01,43,,0.09487179487179487,4.5299530029296875e-06,2.4189963340759277,2.4190008640289307,0.0,0.37948717948717947,0.0,0.0
1,0.01,44,,0.09438775510204081,2.193450927734375e-05,2.474771738052368,2.4747936725616455,0.0,0.37755102040816324,0.0,0.0
1,0.1,42,,0.4502169340752018,5.4836273193359375e-06,2.509361743927002,2.5093672275543213,0.8648648648648649,0.2153846153846154,0.5354330708661418,0.18518518518518517
1,0.1,43,,0.09898477157360407,3.337860107421875e-06,2.479585647583008,2.4795889854431152,0.0,0.0,0.39593908629441626,0.0
1,0.1,44,,0.1,2.86102294921875e-06,2.4637017250061035,2.4637045860290527,0.0,0.4,0.0,0.0
1,1.0,42,,0.45414761810110643,2.384185791015625e-06,2.4736328125,2.473635196685791,0.8888888888888888,0.2153846153846154,0.5271317829457365,0.18518518518518517
1,1.0,43,,0.4857406004822418,2.6226043701171875e-06,2.4213404655456543,2.4213430881500244,0.8918918918918919,0.2127659574468085,0.5306122448979592,0.3076923076923077
1,1.0,44,,0.5525049459084955,1.0013580322265625e-05,2.4911816120147705,2.4911916255950928,0.935064935064935,0.29508196721311475,0.5423728813559322,0.4375
1,10.0,42,,0.4477165135059872,9.059906005859375e-06,2.2565317153930664,2.2565407752990723,0.8571428571428571,0.2222222222222222,0.5263157894736842,0.18518518518518517
1,10.0,43,,0.4878987203018098,2.1457672119140625e-06,2.2837471961975098,2.2837493419647217,0.9041095890410958,0.2127659574468085,0.527027027027027,0.3076923076923077
1,10.0,44,,0.5506668593246463,2.1457672119140625e-06,2.0531957149505615,2.0531978607177734,0.9230769230769231,0.29508196721311475,0.5470085470085471,0.4375
1,100.0,42,,0.4388352765390809,1.9073486328125e-06,2.2243196964263916,2.2243216037750244,0.8405797101449275,0.21875,0.5037037037037037,0.19230769230769232
1,100.0,43,,0.45979082220084216,1.9073486328125e-06,2.2470710277557373,2.24707293510437,0.8732394366197183,0.2127659574468085,0.5131578947368421,0.24
1,100.0,44,,0.5602608331943648,7.867813110351562e-06,2.1283721923828125,2.128380060195923,0.9210526315789473,0.32786885245901637,0.5546218487394958,0.4375
1,10000.0,42,,0.36235882144754133,3.337860107421875e-06,2.342266082763672,2.3422694206237793,0.7384615384615385,0.1694915254237288,0.4563758389261745,0.0851063829787234
1,10000.0,43,,0.39655849854831304,3.337860107421875e-06,2.3821322917938232,2.3821356296539307,0.8732394366197183,0.13043478260869565,0.4936708860759494,0.08888888888888889
1,10000.0,44,,0.44913086913086914,3.337860107421875e-06,2.1600303649902344,2.160033702850342,0.8831168831168831,0.12,0.5076923076923077,0.2857142857142857
