lr,gamma,f1_mean,f1_std,n_folds_ok,train_time_mean,test_time_mean,total_time_mean
0.001,0.0001,0.310231707547788,0.032400187817991005,3,3.287623167037964,0.3034459749857585,3.591069142023722
0.001,0.01,0.310231707547788,0.032400187817991005,3,3.3244731426239014,0.30034391085306805,3.6248170534769693
0.001,0.1,0.310231707547788,0.032400187817991005,3,3.296071688334147,0.30016446113586426,3.5962361494700112
0.001,1.0,0.310231707547788,0.032400187817991005,3,3.219135602315267,0.3051768143971761,3.524312416712443
0.001,10.0,0.31002709499023423,0.03268754712666473,3,2.604118824005127,0.24877317746480307,2.85289200146993
0.001,100.0,0.31047542466588207,0.032943267140515646,3,2.6607168515523276,0.22562209765116373,2.886338949203491
0.001,10000.0,0.2931571099175356,0.02499697653471535,3,2.646782398223877,0.23230719566345215,2.879089593887329
