lr,gamma,seed,fold,f1,train_time,test_time,total_time,f1_class_0,f1_class_1,f1_class_4,f1_class_5
0.001,0.0001,42,,0.4773092146202629,13.380496740341187,0.7490003108978271,14.129497051239014,0.75,0.28205128205128205,0.3492063492063492,0.5242718446601942
0.001,0.0001,43,,0.4457983733929781,14.923224210739136,0.8757073879241943,15.79893159866333,0.6,0.3058823529411765,0.4444444444444444,0.4318181818181818
0.001,0.0001,44,,0.36765930899284066,14.398160219192505,0.855370283126831,15.253530502319336,0.5565217391304348,0.045454545454545456,0.5490196078431373,0.3018867924528302
0.001,0.01,42,,0.4711006632987481,13.286189794540405,0.9008967876434326,14.187086582183838,0.704225352112676,0.2894736842105263,0.3582089552238806,0.5294117647058824
0.001,0.01,43,,0.4455542686477079,15.21155595779419,0.6047506332397461,15.816306591033936,0.6229508196721312,0.2926829268292683,0.43373493975903615,0.4318181818181818
0.001,0.01,44,,0.34269594351092286,14.30653166770935,0.817650556564331,15.124182224273682,0.5333333333333333,0.045454545454545456,0.4742268041237113,0.3018867924528302
0.001,0.1,42,,0.439105690225065,13.334310531616211,0.770491361618042,14.104801893234253,0.6575342465753424,0.22857142857142856,0.34782608695652173,0.5192307692307693
0.001,0.1,43,,0.4642121837938021,12.608694553375244,0.6021373271942139,13.210831880569458,0.6451612903225806,0.3,0.4819277108433735,0.42696629213483145
0.001,0.1,44,,0.34419170809027794,14.76510500907898,0.6312565803527832,15.396361589431763,0.5079365079365079,0.045454545454545456,0.5054945054945055,0.3018867924528302
0.001,1.0,42,,0.43997189391121283,10.611771821975708,0.7176868915557861,11.329458713531494,0.6865671641791045,0.1875,0.34285714285714286,0.5391304347826087
0.001,1.0,43,,0.4951160341491994,11.933740377426147,0.7355480194091797,12.669288396835327,0.696969696969697,0.375,0.4578313253012048,0.4470588235294118
0.001,1.0,44,,0.36038029773801294,11.124622106552124,0.719961404800415,11.844583511352539,0.512,0.09090909090909091,0.5161290322580645,0.3076923076923077
0.001,10.0,42,,0.48978744849257405,9.714402198791504,0.6186902523040771,10.333092451095581,0.8378378378378378,0.19672131147540983,0.34285714285714286,0.5765765765765766
0.001,10.0,43,,0.4528545968375139,9.213755130767822,0.6563296318054199,9.870084762573242,0.5901639344262295,0.2898550724637681,0.4578313253012048,0.4752475247524752
0.001,10.0,44,,0.35538151620453207,8.247789144515991,0.7119388580322266,8.959728002548218,0.5185185185185185,0.05,0.5168539325842697,0.32
0.001,100.0,42,,0.48978744849257405,6.71921443939209,0.8003685474395752,7.519582986831665,0.8378378378378378,0.19672131147540983,0.34285714285714286,0.5765765765765766
0.001,100.0,43,,0.4333960967532372,9.27509331703186,0.6641335487365723,9.939226865768433,0.5517241379310345,0.24615384615384617,0.4578313253012048,0.48148148148148145
0.001,100.0,44,,0.46002747015641215,8.18528699874878,0.5485153198242188,8.733802318572998,0.6031746031746031,0.43333333333333335,0.5121951219512195,0.2857142857142857
0.001,10000.0,42,,0.48978744849257405,9.215327978134155,0.6341578960418701,9.849485874176025,0.8378378378378378,0.19672131147540983,0.34285714285714286,0.5765765765765766
0.001,10000.0,43,,0.4376591959149514,9.205280542373657,0.7200841903686523,9.92536473274231,0.5517241379310345,0.25,0.4578313253012048,0.4954128440366973
0.001,10000.0,44,,0.47163748010271395,7.357705593109131,0.49140167236328125,7.849107265472412,0.5573770491803278,0.32098765432098764,0.5121951219512195,0.4888888888888889
