k,gamma,f1_mean,f1_std,n_folds_ok,train_time_mean,test_time_mean,total_time_mean
1,0.0001,0.57387897524276,0.03331108321995447,3,0.049443721771240234,0.7200751304626465,0.7695188522338867
1,0.01,0.5905794423476084,0.024946070034911953,3,0.049857775370279946,0.7419276237487793,0.7917853991190592
1,0.1,0.5434251162785274,0.013502991105885561,3,0.047251224517822266,0.729836622873942,0.7770878473917643
1,1.0,0.4844030611733641,0.010437977477748744,3,0.050311883290608726,0.7306143442789713,0.7809262275695801
1,10.0,0.48637689915957444,0.010616176976884195,3,0.04670866330464681,0.6913944085439047,0.7381030718485514
1,100.0,0.48070772769920006,0.02017638045450738,3,0.04932904243469238,0.7110645771026611,0.7603936195373535
1,10000.0,0.4560894677347056,0.016213402000751168,3,0.05132444699605306,0.7278935114542643,0.7792179584503174
