k,gamma,seed,fold,f1,train_time,test_time,total_time,f1_class_0,f1_class_1,f1_class_4,f1_class_5
1,0.0001,42,,0.16271678928128425,0.09753274917602539,1.343168020248413,1.4407007694244385,0.3287671232876712,0.18823529411764706,0.13043478260869565,0.0
1,0.0001,43,,0.1140430694570822,0.11551237106323242,1.3831257820129395,1.4986381530761719,0.4,0.047619047619047616,0.0,0.0
1,0.0001,44,,0.10346276956901289,0.0937645435333252,1.218261957168579,1.3120265007019043,0.40609137055837563,0.0,0.0,0.0
1,0.01,42,,0.28367079997879474,0.16490650177001953,1.449629306793213,1.6145358085632324,0.23076923076923078,0.379746835443038,0.2807017543859649,0.24489795918367346
1,0.01,43,,0.3975399655891435,0.14556407928466797,1.4526772499084473,1.5982413291931152,0.5230769230769231,0.40310077519379844,0.23333333333333334,0.43333333333333335
1,0.01,44,,0.3695271967696266,0.15273380279541016,1.261545181274414,1.4142789840698242,0.6086956521739131,0.27586206896551724,0.42962962962962964,0.15384615384615385
1,0.1,42,,0.5685476423873048,0.1562488079071045,1.288374662399292,1.4446234703063965,0.7901234567901234,0.3950617283950617,0.5681818181818182,0.5151515151515151
1,0.1,43,,0.5226472474842618,0.1758737564086914,1.4160749912261963,1.5919487476348877,0.7407407407407407,0.3125,0.4878048780487805,0.5517241379310345
1,0.1,44,,0.5557786021480289,0.11580467224121094,1.1551647186279297,1.2709693908691406,0.7912087912087912,0.47368421052631576,0.4722222222222222,0.48
1,1.0,42,,0.5657429243068176,0.249955415725708,1.4150722026824951,1.6650276184082031,0.8192771084337349,0.40963855421686746,0.5517241379310345,0.47619047619047616
1,1.0,43,,0.5520862603587633,0.10911178588867188,1.4855952262878418,1.5947070121765137,0.7792207792207793,0.3384615384615385,0.5176470588235295,0.5747126436781609
1,1.0,44,,0.5528462514116774,0.09767580032348633,1.2355093955993652,1.3331851959228516,0.7422680412371134,0.4935064935064935,0.4931506849315068,0.47761194029850745
1,10.0,42,,0.518843498273878,0.1930406093597412,1.3171262741088867,1.510166883468628,0.7272727272727273,0.35,0.5909090909090909,0.4
1,10.0,43,,0.503950167485953,0.2603030204772949,1.5630195140838623,1.8233225345611572,0.691358024691358,0.27586206896551724,0.4666666666666667,0.5882352941176471
1,10.0,44,,0.5247135980285519,0.13611936569213867,1.2714776992797852,1.4075970649719238,0.72,0.3880597014925373,0.44155844155844154,0.5428571428571428
1,100.0,42,,0.4999753964930198,0.2462015151977539,1.4621520042419434,1.7083535194396973,0.735632183908046,0.21621621621621623,0.5714285714285714,0.46875
1,100.0,43,,0.4912022830225981,0.1165924072265625,1.2972877025604248,1.4138801097869873,0.6666666666666666,0.21052631578947367,0.5052631578947369,0.5897435897435898
1,100.0,44,,0.5012187235215847,0.11732268333435059,1.2308151721954346,1.3481378555297852,0.7157894736842105,0.29508196721311475,0.5054945054945055,0.47761194029850745
1,10000.0,42,,0.41232154202843213,0.1190192699432373,1.1503362655639648,1.2693555355072021,0.7311827956989247,0.23376623376623376,0.5,0.17391304347826086
1,10000.0,43,,0.4072794760498469,0.08675837516784668,1.4108326435089111,1.4975910186767578,0.6428571428571429,0.2413793103448276,0.4878048780487805,0.24489795918367346
1,10000.0,44,,0.4493650298772944,0.2031862735748291,1.1924843788146973,1.3956706523895264,0.6595744680851063,0.25925925925925924,0.43243243243243246,0.43636363636363634
