lr,gamma,seed,fold,f1,train_time,test_time,total_time,f1_class_0,f1_class_1,f1_class_4,f1_class_5
0.001,0.0001,42,,0.0,20.92653489112854,1.013273000717163,21.939807891845703,0.0,0.0,0.0,0.0
0.001,0.0001,43,,0.45833333333333326,20.416873693466187,0.8678197860717773,21.284693479537964,0.5,0.6666666666666666,0.0,0.6666666666666666
0.001,0.0001,44,,0.22916666666666666,21.157997131347656,0.8406691551208496,21.998666286468506,0.25,0.0,0.6666666666666666,0.0
0.001,0.01,42,,0.0,20.837267637252808,1.007539987564087,21.844807624816895,0.0,0.0,0.0,0.0
0.001,0.01,43,,0.45833333333333326,20.333059549331665,0.8973393440246582,21.230398893356323,0.5,0.6666666666666666,0.0,0.6666666666666666
0.001,0.01,44,,0.22916666666666666,21.153107166290283,0.8826594352722168,22.0357666015625,0.25,0.0,0.6666666666666666,0.0
0.001,0.1,42,,0.0,20.473604440689087,0.8331789970397949,21.306783437728882,0.0,0.0,0.0,0.0
0.001,0.1,43,,0.45833333333333326,18.372395515441895,1.077608346939087,19.45000386238098,0.5,0.6666666666666666,0.0,0.6666666666666666
0.001,0.1,44,,0.22916666666666666,21.208161115646362,0.8760159015655518,22.084177017211914,0.25,0.0,0.6666666666666666,0.0
0.001,1.0,42,,0.0,20.574334383010864,0.8697223663330078,21.444056749343872,0.0,0.0,0.0,0.0
0.001,1.0,43,,0.45833333333333326,18.64211916923523,0.8762669563293457,19.518386125564575,0.5,0.6666666666666666,0.0,0.6666666666666666
0.001,1.0,44,,0.22916666666666666,21.119657039642334,0.884197473526001,22.003854513168335,0.25,0.0,0.6666666666666666,0.0
0.001,10.0,42,,0.0,21.23992943763733,0.833789587020874,22.073719024658203,0.0,0.0,0.0,0.0
0.001,10.0,43,,0.45833333333333326,18.55735158920288,1.0215001106262207,19.5788516998291,0.5,0.6666666666666666,0.0,0.6666666666666666
0.001,10.0,44,,0.22916666666666666,21.361443996429443,1.062917947769165,22.42436194419861,0.25,0.0,0.6666666666666666,0.0
0.001,100.0,42,,0.07142857142857142,21.372142791748047,0.8883166313171387,22.260459423065186,0.2857142857142857,0.0,0.0,0.0
0.001,100.0,43,,0.2777777777777778,18.7568519115448,0.8885476589202881,19.645399570465088,0.4444444444444444,0.6666666666666666,0.0,0.0
0.001,100.0,44,,0.22916666666666666,21.597869873046875,0.9172191619873047,22.51508903503418,0.25,0.0,0.6666666666666666,0.0
0.001,10000.0,42,,0.07142857142857142,8.621894359588623,0.856604814529419,9.478499174118042,0.2857142857142857,0.0,0.0,0.0
0.001,10000.0,43,,0.1,8.00380277633667,0.7747092247009277,8.778512001037598,0.4,0.0,0.0,0.0
0.001,10000.0,44,,0.22916666666666666,8.998112440109253,0.778801441192627,9.77691388130188,0.25,0.0,0.6666666666666666,0.0
