n_pixels,mean_ks_pass,method,f1_weighted_mean,f1_weighted_std,f1_macro_mean,f1_macro_std
5,0.8015122549019607,euclidean_raw,0.22524977758472906,0.008142514217688511,0.2252446013234831,0.009130218787334195
5,0.8015122549019607,euclidean_params,0.27564138211552874,0.005935782266828348,0.275755587825569,0.0069841838795972905
5,0.8015122549019607,wasserstein_params,0.3828296765956954,0.01466481840552541,0.382831223095026,0.014008544795415103
20,0.270431454248366,euclidean_raw,0.22524977758472906,0.008142514217688511,0.2252446013234831,0.009130218787334195
20,0.270431454248366,euclidean_params,0.2573088958677607,0.023495602808678673,0.2572352884986698,0.02263098673978614
20,0.270431454248366,wasserstein_params,0.4151104677286661,0.024353686638522064,0.4153503429979912,0.025098056499472804
112,0.05312362996480644,euclidean_raw,0.22524977758472906,0.008142514217688511,0.2252446013234831,0.009130218787334195
112,0.05312362996480644,euclidean_params,0.2478616743752892,0.02359944847599436,0.24781327677903583,0.022690247966985252
112,0.05312362996480644,wasserstein_params,0.43108678590328314,0.05340557514261202,0.4313493536751644,0.053693373609967614
