fraction,seed,fold,f1,train_time,test_time,total_time,f1_class_0,f1_class_1,f1_class_2,f1_class_3,f1_class_4,f1_class_5,f1_class_6
0.2,43,,0.5504794309950657,1711.1615359783173,162.0534269809723,1873.2149629592896,0.4383561643835616,0.3783783783783784,0.4864864864864865,0.42857142857142855,0.0,0.2,0.851063829787234
0.2,44,,0.6032147071133782,1756.3787636756897,158.82678198814392,1915.2055456638336,0.4594594594594595,0.5185185185185185,0.6511627906976745,0.42857142857142855,0.1,0.3333333333333333,0.8958333333333334
0.2,45,,0.5535799098985089,1890.1190798282623,203.324969291687,2093.4440491199493,0.4383561643835616,0.6666666666666666,0.45,0.3917525773195876,0.0,0.5,0.8181818181818182
0.2,46,,0.6022289291647669,2143.514556646347,220.45100092887878,2363.965557575226,0.5316455696202531,0.5625,0.5531914893617021,0.5054945054945055,0.0,0.6666666666666666,0.7906976744186046
0.3,42,,0.5961288374041562,1844.2151215076447,157.58630228042603,2001.8014237880707,0.7142857142857143,0.4230769230769231,0.5116279069767442,0.45161290322580644,0.0,0.36363636363636365,0.6976744186046512
0.3,43,,0.5060097825491331,1538.8806161880493,137.43798780441284,1676.3186039924622,0.4057971014492754,0.3,0.4,0.4050632911392405,0.0,0.18181818181818182,0.8043478260869565
0.3,44,,0.6107759274769968,1217.7367916107178,106.60795664787292,1324.3447482585907,0.5263157894736842,0.45454545454545453,0.6086956521739131,0.425,0.1,0.25,0.8979591836734694
0.3,45,,0.537925103533351,1109.9324007034302,106.83570289611816,1216.7681035995483,0.42857142857142855,0.5555555555555556,0.46153846153846156,0.3711340206185567,0.0,0.8,0.8
0.3,46,,0.5789082307189765,751.8640446662903,78.7689836025238,830.6330282688141,0.5405405405405406,0.6206896551724138,0.509090909090909,0.4888888888888889,0.0,0.0,0.7441860465116279
0.5,42,,0.5994735285418515,688.6955859661102,70.91909790039062,759.6146838665009,0.6904761904761905,0.4782608695652174,0.38095238095238093,0.5428571428571428,0.0,0.3333333333333333,0.7111111111111111
0.5,43,,0.5058517207877193,645.1448695659637,62.04429793357849,707.1891674995422,0.4722222222222222,0.3902439024390244,0.45,0.39473684210526316,0.0,0.16666666666666666,0.7032967032967034
0.5,44,,0.5739264821200305,594.0389022827148,63.1690616607666,657.2079639434814,0.4935064935064935,0.4166666666666667,0.5128205128205128,0.43010752688172044,0.0,0.4,0.8484848484848485
0.5,45,,0.4621068484898272,589.4752125740051,61.99457550048828,651.4697880744934,0.40476190476190477,0.32432432432432434,0.2857142857142857,0.425531914893617,0.0,0.0,0.6904761904761905
0.5,46,,0.505263363704575,600.5615117549896,61.97705078125,662.5385625362396,0.49382716049382713,0.4827586206896552,0.3333333333333333,0.4175824175824176,0.0,0.0,0.6976744186046512
