fraction,f1_mean,f1_std,n_folds_ok,train_time_mean,test_time_mean,total_time_mean
0.1,0.5901400504848653,0.09683404955217222,5,4.420190382003784,0.27918124198913574,4.69937162399292
0.2,0.5626213311156666,0.10837183821580802,5,3.946505641937256,0.24371738433837892,4.190223026275635
0.3,0.5696114652189771,0.06160541457479732,5,3.621338367462158,0.2451915740966797,3.866529941558838
0.4,0.5229060108961772,0.04117707560673514,5,3.0638415813446045,0.2138817310333252,3.2777233123779297
0.5,0.4617285200966548,0.062238821642249295,5,2.091339445114136,0.15715441703796387,2.2484938621521
