fraction,seed,fold,f1,train_time,test_time,total_time,f1_class_0,f1_class_1,f1_class_2,f1_class_3,f1_class_4,f1_class_5,f1_class_6
0.2,46,,0.5624637653539176,6.471433162689209,0.504091739654541,6.97552490234375,0.4864864864864865,0.47368421052631576,0.43902439024390244,0.5681818181818182,0.0,0.6666666666666666,0.7252747252747253
0.3,42,,0.6199353527883957,6.042782306671143,0.35800671577453613,6.400789022445679,0.7032967032967034,0.5531914893617021,0.6046511627906976,0.37037037037037035,0.0,0.26666666666666666,0.7777777777777778
0.3,43,,0.5161634207335859,5.13038969039917,0.31636810302734375,5.446757793426514,0.4383561643835616,0.46153846153846156,0.43902439024390244,0.4406779661016949,0.0,0.11764705882352941,0.7272727272727273
0.3,44,,0.5878192113794887,5.278216123580933,0.31439208984375,5.592608213424683,0.5,0.5333333333333333,0.5106382978723404,0.4927536231884058,0.0,0.2,0.8247422680412371
0.3,45,,0.5891905349552409,5.135644912719727,0.3181309700012207,5.453775882720947,0.5681818181818182,0.5294117647058824,0.4,0.46153846153846156,0.0,0.36363636363636365,0.8282828282828283
0.3,46,,0.5332149131590114,4.940560579299927,0.3080480098724365,5.248608589172363,0.5263157894736842,0.47619047619047616,0.3902439024390244,0.43037974683544306,0.0,0.3333333333333333,0.717391304347826
0.5,42,,0.5614150779246968,5.4966301918029785,0.27979326248168945,5.776423454284668,0.6444444444444445,0.52,0.3,0.4482758620689655,0.0,0.3333333333333333,0.7157894736842105
0.5,43,,0.4754947440918383,4.476582050323486,0.22379112243652344,4.70037317276001,0.4533333333333333,0.4878048780487805,0.3333333333333333,0.2641509433962264,0.0,0.14285714285714285,0.7358490566037735
0.5,44,,0.4572028661145579,4.547834157943726,0.28549814224243164,4.833332300186157,0.33766233766233766,0.45,0.43902439024390244,0.2647058823529412,0.0,0.2857142857142857,0.7422680412371134
0.5,45,,0.4867598683786171,4.3038170337677,0.23528814315795898,4.539105176925659,0.41304347826086957,0.3333333333333333,0.35714285714285715,0.38461538461538464,0.0,0.0,0.7628865979381443
0.5,46,,0.4431739033788358,4.177551507949829,0.27704668045043945,4.4545981884002686,0.43902439024390244,0.35294117647058826,0.3,0.2857142857142857,0.0,0.6666666666666666,0.651685393258427
