fraction,f1_mean,f1_std,n_folds_ok,train_time_mean,test_time_mean,total_time_mean
0.0,0.3776683908007845,0.03290331136111719,5,4.040712881088257,0.346380615234375,4.387093496322632
0.05,0.3685479920307349,0.026037817032663547,5,3.995206928253174,0.32957892417907714,4.324785852432251
0.1,0.3619363930771116,0.021294368802812068,5,3.956325054168701,0.31502137184143064,4.2713464260101315
0.2,0.362545161562434,0.03819373033033373,5,3.6146677017211912,0.282621431350708,3.8972891330718995
0.3,0.3323412313045794,0.04174808461186189,5,3.0337881565093996,0.22829923629760743,3.2620873928070067
0.5,0.3553106796511773,0.025824980420821216,5,2.587209415435791,0.2047562599182129,2.791965675354004
