method,gamma,seed,f1,train_time,test_time,total_time,f1_class_0,f1_class_1,f1_class_2,f1_class_3,f1_class_4,f1_class_5,f1_class_6
eucl_raw_nodiv,1.0,44.0,0.5799467024813797,2.6226043701171875e-06,0.6573066711425781,0.6573092937469482,0.6846846846846847,0.3050847457627119,0.5333333333333333,0.5074626865671642,0.0,0.4,0.6578947368421053
eucl_raw_nodiv,1.0,45.0,0.5093228517213336,2.384185791015625e-06,0.6420187950134277,0.6420211791992188,0.6935483870967742,0.35294117647058826,0.7,0.2222222222222222,0.0,1.0,0.5
sta,1.0,42.0,0.5458366924482402,1.9073486328125e-06,5100.929770231247,5100.929772138596,0.7294117647058823,0.25806451612903225,0.4,0.4727272727272727,0.05714285714285714,0.0,0.6071428571428571
sta,1.0,43.0,0.6020558552915036,2.384185791015625e-06,5114.009213924408,5114.009216308594,0.6792452830188679,0.6153846153846154,0.625,0.1276595744680851,0.0,0.6666666666666666,0.8717948717948718
sta,1.0,44.0,0.6384448179271708,2.1457672119140625e-06,5344.022856473923,5344.02285861969,0.6444444444444445,0.48,0.5882352941176471,0.5142857142857142,0.0,0.6666666666666666,0.8095238095238095
sta,1.0,45.0,0.5182657697927822,3.337860107421875e-06,5343.423711776733,5343.4237151145935,0.7524752475247525,0.35294117647058826,0.3448275862068966,0.2222222222222222,0.0,0.6666666666666666,0.6415094339622641
wasps,100.0,42.0,0.6676533829358665,0.07513141632080078,1.8254740238189697,1.9006054401397705,0.6595744680851063,0.5714285714285714,0.6530612244897959,0.5230769230769231,0.0,0.0,0.8623853211009175
wasps,100.0,43.0,0.7553590624815192,0.07564020156860352,1.8103289604187012,1.8859691619873047,0.7326732673267327,0.8666666666666667,0.6829268292682927,0.6060606060606061,0.0,0.6666666666666666,0.9158878504672897
wasps,100.0,44.0,0.6989362231675343,0.07583880424499512,1.786325454711914,1.8621642589569092,0.7142857142857143,0.56,0.5405405405405406,0.6575342465753424,0.0,0.0,0.875
wasps,100.0,45.0,0.7170555321308973,0.07567381858825684,1.8303015232086182,1.905975341796875,0.7346938775510204,0.6666666666666666,0.6341463414634146,0.6197183098591549,0.0,0.0,0.875
