method,f1_weighted,f1_macro,barycenter_time,classify_time
euclidean_raw,0.08818181818181818,0.08818181818181818,37.4451858997345,1.6650519371032715
euclidean_params,0.21079107505070993,0.21079107505070996,14.322683095932007,0.8071835041046143
wasserstein_params,0.5018544518544518,0.5018544518544519,321.45422434806824,1.2670729160308838
