gamma,wasps,eucl_params,eucl_raw
0.1,1.0,1.0,0.2222222222222222
0.25,1.0,1.0,0.2222222222222222
0.5,1.0,1.0,0.2222222222222222
1.0,1.0,1.0,0.2222222222222222
2.0,1.0,1.0,0.2222222222222222
5.0,1.0,1.0,0.2222222222222222
10.0,1.0,1.0,0.2222222222222222
