method,mode,n_seeds,acc_mean,acc_std,f1_mean,f1_std,time_mean,time_std
eucl_params,barycenter,1,0.35,0.0,0.25416666666666665,0.0,8.321462869644165,0.0
eucl_params,knn,1,0.4,0.0,0.33253119429590017,0.0,0.2386186122894287,0.0
eucl_raw,barycenter,1,0.35,0.0,0.20649350649350645,0.0,8.480485439300537,0.0
eucl_raw,knn,1,0.2,0.0,0.12631578947368421,0.0,0.28197264671325684,0.0
sta,barycenter,1,0.35,0.0,0.20649350649350645,0.0,7356.586102247238,0.0
sta,knn,1,0.4,0.0,0.296969696969697,0.0,155.33973169326782,0.0
wasps,barycenter,1,0.3,0.0,0.15,0.0,22.885143518447876,0.0
wasps,knn,1,0.35,0.0,0.23985507246376808,0.0,0.5350732803344727,0.0
