method,mode,k,n_seeds,acc_mean,acc_std,f1_mean,f1_std,time_mean,time_std
eucl_params,barycenter,,1,0.425,0.0,0.38201931814210327,0.0,1966.6779289245605,0.0
eucl_params,knn,1,1,0.7125,0.0,0.7057724252491695,0.0,136.34541010856628,0.0
eucl_raw,barycenter,,1,0.375,0.0,0.308943021186583,0.0,2013.5228788852692,0.0
eucl_raw,knn,1,1,0.6375,0.0,0.6371956995358531,0.0,142.1636884212494,0.0
wasps,barycenter,,1,0.35,0.0,0.2862056802846277,0.0,3890.575849533081,0.0
wasps,knn,1,1,0.7125,0.0,0.7059214257993253,0.0,169.42216539382935,0.0
