k,gamma,f1_mean,f1_std,n_folds_ok,train_time_mean,test_time_mean,total_time_mean
1,0.0001,0.4984126984126984,0.2219045348228736,3,1.7484029134114583e-06,10.807137727737427,10.80713947614034
1,0.01,0.4984126984126984,0.2219045348228736,3,2.5431315104166665e-06,10.815145174662272,10.815147717793783
1,0.1,0.5301587301587302,0.19179438053324713,3,1.2715657552083333e-06,11.258887767791748,11.258889039357504
1,1.0,0.5301587301587302,0.19179438053324713,3,1.7484029134114583e-06,11.168731768925985,11.168733517328898
1,10.0,0.5301587301587302,0.19179438053324713,3,2.0662943522135415e-06,10.846932172775269,10.84693423906962
1,100.0,0.5301587301587302,0.19179438053324713,3,2.940495808919271e-06,10.866543769836426,10.866546710332235
1,10000.0,0.4380952380952381,0.1793580557692131,3,1.6689300537109375e-06,10.321800152460733,10.321801821390787
