k,gamma,seed,fold,f1,train_time,test_time,total_time,f1_class_0,f1_class_1,f1_class_2,f1_class_3,f1_class_4,f1_class_5,f1_class_6
1,0.0001,42,,0.616865951993872,2.384185791015625e-06,0.46566200256347656,0.4656643867492676,0.7333333333333333,0.3548387096774194,0.4827586206896552,0.65,0.0,1.0,0.6153846153846154
1,0.0001,43,,0.6050220977279801,1.430511474609375e-06,0.436049222946167,0.4360506534576416,0.6274509803921569,0.6153846153846154,0.6181818181818182,0.47058823529411764,0.0,0.6666666666666666,0.691358024691358
1,0.0001,44,,0.6363769313968307,1.430511474609375e-06,0.44438886642456055,0.44439029693603516,0.6597938144329897,0.2962962962962963,0.7441860465116279,0.4318181818181818,0.0,0.6666666666666666,0.8222222222222222
1,0.01,42,,0.616865951993872,3.337860107421875e-06,0.5178039073944092,0.5178072452545166,0.7333333333333333,0.3548387096774194,0.4827586206896552,0.65,0.0,1.0,0.6153846153846154
1,0.01,43,,0.6053241170431688,3.5762786865234375e-06,0.43044567108154297,0.4304492473602295,0.6274509803921569,0.6,0.6181818181818182,0.47761194029850745,0.0,0.6666666666666666,0.691358024691358
1,0.01,44,,0.6363769313968307,2.1457672119140625e-06,0.45302557945251465,0.45302772521972656,0.6597938144329897,0.2962962962962963,0.7441860465116279,0.4318181818181818,0.0,0.6666666666666666,0.8222222222222222
1,0.1,42,,0.6148157599296216,1.6689300537109375e-06,0.48329925537109375,0.48330092430114746,0.7333333333333333,0.375,0.4827586206896552,0.6582278481012658,0.0,1.0,0.5974025974025974
1,0.1,43,,0.61806660715195,1.1920928955078125e-06,0.4752492904663086,0.4752504825592041,0.6407766990291263,0.5853658536585366,0.6296296296296297,0.5074626865671642,0.0,0.6666666666666666,0.7
1,0.1,44,,0.6314698936683519,1.430511474609375e-06,0.4338502883911133,0.4338517189025879,0.6458333333333334,0.2962962962962963,0.7441860465116279,0.42696629213483145,0.0,0.6666666666666666,0.8222222222222222
1,1.0,42,,0.5663091393078971,1.6689300537109375e-06,0.5218515396118164,0.5218532085418701,0.6956521739130435,0.34285714285714286,0.42857142857142855,0.5714285714285714,0.0,1.0,0.56
1,1.0,43,,0.5525827750238747,1.430511474609375e-06,0.4443020820617676,0.4443035125732422,0.628099173553719,0.5106382978723404,0.6415094339622641,0.2978723404255319,0.0,0.6666666666666666,0.6493506493506493
1,1.0,44,,0.6283277023728151,1.430511474609375e-06,0.372708797454834,0.3727102279663086,0.6105263157894737,0.4,0.7142857142857143,0.4090909090909091,0.0,0.6666666666666666,0.8444444444444444
1,10.0,42,,0.5282525310267228,1.9073486328125e-06,0.38800978660583496,0.3880116939544678,0.6190476190476191,0.3287671232876712,0.35714285714285715,0.47761194029850745,0.0,0.0,0.6428571428571429
1,10.0,43,,0.5519020321786468,1.6689300537109375e-06,0.3474433422088623,0.347445011138916,0.6776859504132231,0.5581395348837209,0.5,0.15,0.0,0.6666666666666666,0.7526881720430108
1,10.0,44,,0.6313161148301335,1.9073486328125e-06,0.35933947563171387,0.3593413829803467,0.6813186813186813,0.36363636363636365,0.7111111111111111,0.4,0.0,0.6666666666666666,0.8037383177570093
1,100.0,42,,0.4847475410869524,1.430511474609375e-06,0.4015541076660156,0.40155553817749023,0.6046511627906976,0.35294117647058826,0.24,0.40625,0.0,0.0,0.6021505376344086
1,100.0,43,,0.494905480113658,2.1457672119140625e-06,0.36450695991516113,0.36450910568237305,0.656,0.47619047619047616,0.425531914893617,0.0,0.0,0.6666666666666666,0.7368421052631579
1,100.0,44,,0.569902334525843,2.1457672119140625e-06,0.34999561309814453,0.34999775886535645,0.64,0.42105263157894735,0.65,0.2535211267605634,0.0,0.6666666666666666,0.7478260869565218
1,10000.0,42,,0.4906217722821139,1.6689300537109375e-06,0.3908722400665283,0.39087390899658203,0.5952380952380952,0.35294117647058826,0.3076923076923077,0.40625,0.0,0.0,0.6021505376344086
1,10000.0,43,,0.49383158237207925,1.1920928955078125e-06,0.38094305992126465,0.38094425201416016,0.656,0.47619047619047616,0.43478260869565216,0.0,0.0,0.6666666666666666,0.7291666666666666
1,10000.0,44,,0.5640628385204934,1.6689300537109375e-06,0.36017632484436035,0.36017799377441406,0.6262626262626263,0.42105263157894735,0.6341463414634146,0.2535211267605634,0.0,0.6666666666666666,0.7478260869565218
