lr,gamma,seed,fold,f1,train_time,test_time,total_time,f1_class_0,f1_class_1,f1_class_2,f1_class_3,f1_class_4,f1_class_5,f1_class_6
0.05,0.0001,42,,0.6119535184223402,8.835247278213501,0.5313084125518799,9.36655569076538,0.5822784810126582,0.631578947368421,0.4583333333333333,0.5373134328358209,0.0,0.2857142857142857,0.7912087912087912
0.05,0.0001,43,,0.5387337823466856,6.008896589279175,0.41075778007507324,6.419654369354248,0.3333333333333333,0.6666666666666666,0.5384615384615384,0.4,0.0,0.12903225806451613,0.8387096774193549
0.05,0.0001,44,,0.5732913740855721,5.698813438415527,0.48561906814575195,6.184432506561279,0.3835616438356164,0.36363636363636365,0.5416666666666666,0.47761194029850745,0.08695652173913043,0.1,0.9278350515463918
0.05,0.01,42,,0.6575043160112163,9.004882097244263,0.5861694812774658,9.591051578521729,0.6896551724137931,0.7027027027027027,0.5714285714285714,0.5084745762711864,0.0,0.3333333333333333,0.7959183673469388
0.05,0.01,43,,0.5905608052939215,5.887831926345825,0.4543900489807129,6.342221975326538,0.5263157894736842,0.55,0.5333333333333333,0.4827586206896552,0.0,0.14285714285714285,0.8041237113402062
0.05,0.01,44,,0.6245819499466888,5.501739025115967,0.42305874824523926,5.924797773361206,0.4878048780487805,0.6451612903225806,0.6153846153846154,0.4927536231884058,0.10526315789473684,0.15384615384615385,0.8865979381443299
0.05,0.1,42,,0.6198593887315691,8.892799139022827,0.5513110160827637,9.44411015510559,0.7368421052631579,0.6,0.55,0.3181818181818182,0.0,0.5714285714285714,0.7818181818181819
0.05,0.1,43,,0.538966001174555,5.9222800731658936,0.44469594955444336,6.366976022720337,0.5194805194805194,0.4186046511627907,0.45714285714285713,0.34782608695652173,0.0,0.19047619047619047,0.7933884297520661
0.05,0.1,44,,0.6218588033908644,5.708456039428711,0.4258542060852051,6.134310245513916,0.6097560975609756,0.6153846153846154,0.5641025641025641,0.44776119402985076,0.0,0.2857142857142857,0.8205128205128205
0.05,1.0,42,,0.5320407498520897,9.000240087509155,0.5181832313537598,9.518423318862915,0.723404255319149,0.47058823529411764,0.4,0.10526315789473684,0.0,0.5714285714285714,0.7413793103448276
0.05,1.0,43,,0.47323610014785994,6.004936933517456,0.418903112411499,6.423840045928955,0.47368421052631576,0.391304347826087,0.4,0.1951219512195122,0.0,0.2222222222222222,0.75
0.05,1.0,44,,0.5772658271031487,5.608996629714966,0.4185371398925781,6.027533769607544,0.5783132530120482,0.5925925925925926,0.5945945945945946,0.3492063492063492,0.0,0.3333333333333333,0.7580645161290323
0.05,10.0,42,,0.5144193070785643,4.792546033859253,0.38033342361450195,5.172879457473755,0.7096774193548387,0.47058823529411764,0.3888888888888889,0.05405405405405406,0.0,0.5714285714285714,0.7350427350427351
0.05,10.0,43,,0.4609936991113462,4.8377885818481445,0.46886134147644043,5.306649923324585,0.4675324675324675,0.4,0.4117647058823529,0.15,0.0,0.2222222222222222,0.7384615384615385
0.05,10.0,44,,0.5567223790809378,4.551089525222778,0.7659347057342529,5.317024230957031,0.5301204819277109,0.5714285714285714,0.5945945945945946,0.3225806451612903,0.0,0.3333333333333333,0.7580645161290323
0.05,100.0,42,,0.5091709170335403,4.596344709396362,0.4035365581512451,4.999881267547607,0.6956521739130435,0.47058823529411764,0.3783783783783784,0.05405405405405406,0.0,0.5714285714285714,0.7350427350427351
0.05,100.0,43,,0.4609936991113462,4.474839210510254,0.4302246570587158,4.90506386756897,0.4675324675324675,0.4,0.4117647058823529,0.15,0.0,0.2222222222222222,0.7384615384615385
0.05,100.0,44,,0.5567223790809378,4.524332761764526,0.36745333671569824,4.891786098480225,0.5301204819277109,0.5714285714285714,0.5945945945945946,0.3225806451612903,0.0,0.3333333333333333,0.7580645161290323
0.05,10000.0,42,,0.5091709170335403,4.519015789031982,0.401655912399292,4.920671701431274,0.6956521739130435,0.47058823529411764,0.3783783783783784,0.05405405405405406,0.0,0.5714285714285714,0.7350427350427351
0.05,10000.0,43,,0.4609936991113462,4.54666805267334,0.41817712783813477,4.964845180511475,0.4675324675324675,0.4,0.4117647058823529,0.15,0.0,0.2222222222222222,0.7384615384615385
0.05,10000.0,44,,0.5567223790809378,4.387128114700317,0.374591588973999,4.761719703674316,0.5301204819277109,0.5714285714285714,0.5945945945945946,0.3225806451612903,0.0,0.3333333333333333,0.7580645161290323
