k,gamma,seed,fold,f1,train_time,test_time,total_time,f1_class_0,f1_class_1,f1_class_2,f1_class_3,f1_class_4,f1_class_5,f1_class_6
1,0.0001,42,,0.30134116348942463,0.060350656509399414,0.4922671318054199,0.5526177883148193,0.3617021276595745,0.2857142857142857,0.14634146341463414,0.07692307692307693,0.0,0.0,0.49624060150375937
1,0.0001,43,,0.37480960806262015,0.05960726737976074,0.5137467384338379,0.5733540058135986,0.26506024096385544,0.18181818181818182,0.20512820512820512,0.33766233766233766,0.0,0.5,0.6386554621848739
1,0.0001,44,,0.38932336682376556,0.07037138938903809,0.4312732219696045,0.5016446113586426,0.3764705882352941,0.2608695652173913,0.17142857142857143,0.28169014084507044,0.0,0.0,0.6349206349206349
1,0.01,42,,0.32350615139672895,0.06555914878845215,0.5055325031280518,0.5710916519165039,0.3829787234042553,0.2857142857142857,0.15,0.14814814814814814,0.0,0.0,0.5
1,0.01,43,,0.38440315737045516,0.06561803817749023,0.5290002822875977,0.5946183204650879,0.26506024096385544,0.19047619047619047,0.2,0.358974358974359,0.0,0.6666666666666666,0.65
1,0.01,44,,0.37684987038293577,0.06815671920776367,0.48531031608581543,0.5534670352935791,0.35294117647058826,0.2608695652173913,0.17647058823529413,0.25,0.0,0.0,0.6349206349206349
1,0.1,42,,0.35223554223554226,0.06499719619750977,0.47438573837280273,0.5393829345703125,0.5252525252525253,0.25,0.13636363636363635,0.11538461538461539,0.0,0.0,0.5
1,0.1,43,,0.3686291172610983,0.06410408020019531,0.5183224678039551,0.5824265480041504,0.29473684210526313,0.18181818181818182,0.20512820512820512,0.39436619718309857,0.0,0.6666666666666666,0.5423728813559322
1,0.1,44,,0.3477683697508974,0.07394814491271973,0.504915714263916,0.5788638591766357,0.39603960396039606,0.13333333333333333,0.17647058823529413,0.16216216216216217,0.0,0.0,0.5882352941176471
1,1.0,42,,0.30223746573256166,0.06501007080078125,0.4984612464904785,0.5634713172912598,0.47761194029850745,0.21428571428571427,0.08,0.05,0.0,0.0,0.453781512605042
1,1.0,43,,0.2654847299571804,0.06554484367370605,0.46892619132995605,0.5344710350036621,0.28846153846153844,0.0,0.3448275862068966,0.2535211267605634,0.0,0.0,0.30612244897959184
1,1.0,44,,0.2853261477751274,0.06568098068237305,0.5028235912322998,0.5685045719146729,0.4444444444444444,0.0,0.08333333333333333,0.18181818181818182,0.0,0.0,0.3877551020408163
1,10.0,42,,0.28774818711956335,0.061522483825683594,0.38021016120910645,0.44173264503479004,0.4755244755244755,0.27586206896551724,0.0,0.0,0.0,0.0,0.46017699115044247
1,10.0,43,,0.23433443051902514,0.06702709197998047,0.4243478775024414,0.4913749694824219,0.2376237623762376,0.0,0.24489795918367346,0.2823529411764706,0.0,0.0,0.2708333333333333
1,10.0,44,,0.2667860380221283,0.06417679786682129,0.4140803813934326,0.4782571792602539,0.3776223776223776,0.0,0.08,0.14035087719298245,0.0,0.0,0.41904761904761906
1,100.0,42,,0.28802095550864026,0.0635066032409668,0.4393138885498047,0.5028204917907715,0.4722222222222222,0.27586206896551724,0.0,0.0,0.0,0.0,0.4642857142857143
1,100.0,43,,0.2284854576594192,0.05870556831359863,0.39420366287231445,0.4529092311859131,0.23529411764705882,0.0,0.24489795918367346,0.27906976744186046,0.0,0.0,0.2553191489361702
1,100.0,44,,0.2630150643110955,0.058849334716796875,0.4043998718261719,0.46324920654296875,0.37142857142857144,0.0,0.07692307692307693,0.13793103448275862,0.0,0.0,0.41509433962264153
1,10000.0,42,,0.28802095550864026,0.06654024124145508,0.4081687927246094,0.47470903396606445,0.4722222222222222,0.27586206896551724,0.0,0.0,0.0,0.0,0.4642857142857143
1,10000.0,43,,0.22936379181444663,0.05908560752868652,0.4295616149902344,0.4886472225189209,0.2376237623762376,0.0,0.2127659574468085,0.2696629213483146,0.0,0.0,0.2765957446808511
1,10000.0,44,,0.28154654894683545,0.058741092681884766,0.38821959495544434,0.4469606876373291,0.38571428571428573,0.0,0.07692307692307693,0.16393442622950818,0.0,0.0,0.44660194174757284
