k,gamma,seed,fold,f1,train_time,test_time,total_time,f1_class_0,f1_class_1,f1_class_2,f1_class_3,f1_class_4,f1_class_5,f1_class_6
1,0.0001,42,,0.7277351179431616,0.07035589218139648,0.9950804710388184,1.0654363632202148,0.47368421052631576,0.9411764705882353,0.6666666666666666,0.6521739130434783,0.38461538461538464,0.8888888888888888,0.9615384615384616
1,0.0001,43,,0.7857003843641731,0.06891846656799316,0.5419788360595703,0.6108973026275635,0.6521739130434783,0.92,0.7619047619047619,0.723404255319149,0.5,0.8888888888888888,0.9230769230769231
1,0.0001,44,,0.7195060651735139,0.07018804550170898,0.557894229888916,0.628082275390625,0.6382978723404256,0.8679245283018868,0.5789473684210527,0.723404255319149,0.43478260869565216,0.8888888888888888,0.8301886792452831
1,0.01,42,,0.7315431440813115,0.07140493392944336,1.0380241870880127,1.109429121017456,0.4864864864864865,0.92,0.7169811320754716,0.6666666666666666,0.32,0.8888888888888888,0.9411764705882353
1,0.01,43,,0.7777610370747626,0.06888127326965332,0.5402617454528809,0.6091430187225342,0.7083333333333334,0.8627450980392157,0.7727272727272727,0.7142857142857143,0.45454545454545453,1.0,0.8727272727272727
1,0.01,44,,0.7219671024549073,0.07058525085449219,0.5713400840759277,0.6419253349304199,0.6666666666666666,0.8846153846153846,0.6341463414634146,0.6341463414634146,0.5555555555555556,1.0,0.7857142857142857
1,0.1,42,,0.5676643841955494,0.06903314590454102,0.9790432453155518,1.0480763912200928,0.5365853658536586,0.6111111111111112,0.5454545454545454,0.36363636363636365,0.30303030303030304,0.8888888888888888,0.7936507936507936
1,0.1,43,,0.5901850615479515,0.06880712509155273,0.5360338687896729,0.6048409938812256,0.6153846153846154,0.7,0.6530612244897959,0.3333333333333333,0.3448275862068966,0.4,0.7384615384615385
1,0.1,44,,0.5361501094745846,0.07017183303833008,0.5425269603729248,0.6126987934112549,0.5660377358490566,0.6818181818181818,0.5,0.36363636363636365,0.4166666666666667,0.4,0.6197183098591549
1,1.0,42,,0.4669333377718859,0.06919527053833008,1.0215585231781006,1.0907537937164307,0.3333333333333333,0.5294117647058824,0.5106382978723404,0.2857142857142857,0.2777777777777778,0.75,0.6756756756756757
1,1.0,43,,0.5186225458458223,0.06841325759887695,0.5425212383270264,0.6109344959259033,0.6274509803921569,0.6486486486486487,0.5142857142857142,0.25806451612903225,0.30303030303030304,0.4,0.6153846153846154
1,1.0,44,,0.4323013592464604,0.0704045295715332,0.5598709583282471,0.6302754878997803,0.5531914893617021,0.5454545454545454,0.34285714285714286,0.2,0.35714285714285715,0.4,0.5432098765432098
1,10.0,42,,0.46442455224704965,0.06836485862731934,0.5279147624969482,0.5962796211242676,0.34285714285714286,0.5294117647058824,0.5238095238095238,0.2857142857142857,0.2564102564102564,0.6666666666666666,0.6578947368421053
1,10.0,43,,0.5049243071714282,0.06893754005432129,0.5595712661743164,0.6285088062286377,0.6530612244897959,0.6111111111111112,0.47058823529411764,0.26666666666666666,0.2857142857142857,0.4,0.5925925925925926
1,10.0,44,,0.4019910453946902,0.0702369213104248,0.5469584465026855,0.6171953678131104,0.5531914893617021,0.5,0.29411764705882354,0.14285714285714285,0.3333333333333333,0.4,0.5365853658536586
1,100.0,42,,0.46442455224704965,0.06919741630554199,0.5612735748291016,0.6304709911346436,0.34285714285714286,0.5294117647058824,0.5238095238095238,0.2857142857142857,0.2564102564102564,0.6666666666666666,0.6578947368421053
1,100.0,43,,0.4950034645814747,0.07164335250854492,0.5397887229919434,0.6114320755004883,0.6530612244897959,0.6111111111111112,0.42424242424242425,0.26666666666666666,0.2857142857142857,0.4,0.5853658536585366
1,100.0,44,,0.4019910453946902,0.06902956962585449,0.5576176643371582,0.6266472339630127,0.5531914893617021,0.5,0.29411764705882354,0.14285714285714285,0.3333333333333333,0.4,0.5365853658536586
1,10000.0,42,,0.4175902273791228,0.06844258308410645,0.542461633682251,0.6109042167663574,0.24242424242424243,0.42424242424242425,0.5217391304347826,0.2222222222222222,0.3,0.8888888888888888,0.6301369863013698
1,10000.0,43,,0.4650388088026426,0.07150602340698242,0.5553417205810547,0.6268477439880371,0.6530612244897959,0.5555555555555556,0.27586206896551724,0.3125,0.2702702702702703,0.4,0.5853658536585366
1,10000.0,44,,0.3824808935920047,0.06850409507751465,0.5629501342773438,0.6314542293548584,0.64,0.34285714285714286,0.34285714285714286,0.14285714285714285,0.35714285714285715,0.0,0.5111111111111111
