k,gamma,seed,fold,f1,train_time,test_time,total_time,f1_class_0,f1_class_1,f1_class_2,f1_class_3,f1_class_4,f1_class_5,f1_class_6
1,0.0001,42,,0.612516321906472,0.06459355354309082,0.6474099159240723,0.7120034694671631,0.6111111111111112,0.6956521739130435,0.30303030303030304,0.46875,0.0,0.6666666666666666,0.8495575221238938
1,0.0001,43,,0.6137977098484797,0.06460428237915039,0.6438069343566895,0.7084112167358398,0.6086956521739131,0.23529411764705882,0.46511627906976744,0.5454545454545454,0.0,0.6666666666666666,0.8495575221238938
1,0.0001,44,,0.6030538470390776,0.06450486183166504,0.6266813278198242,0.6911861896514893,0.54,0.47058823529411764,0.35714285714285715,0.5542168674698795,0.4,0.0,0.8695652173913043
1,0.01,42,,0.610510353357644,0.06565403938293457,0.6172134876251221,0.6828675270080566,0.6785714285714286,0.6896551724137931,0.41379310344827586,0.2909090909090909,0.0,0.6666666666666666,0.8571428571428571
1,0.01,43,,0.6094764315493669,0.06034278869628906,0.6617205142974854,0.7220633029937744,0.5806451612903226,0.5454545454545454,0.46511627906976744,0.47761194029850745,0.0,0.6666666666666666,0.8305084745762712
1,0.01,44,,0.626928335784843,0.059435129165649414,0.630070686340332,0.6895058155059814,0.6730769230769231,0.4444444444444444,0.27586206896551724,0.6,0.0,0.6666666666666666,0.8225806451612904
1,0.1,42,,0.5234856684299307,0.06470584869384766,0.6232726573944092,0.6879785060882568,0.6666666666666666,0.45454545454545453,0.16,0.32786885245901637,0.0,0.6666666666666666,0.7132867132867133
1,0.1,43,,0.48526435512253524,0.0649876594543457,0.6225388050079346,0.6875264644622803,0.574468085106383,0.21052631578947367,0.2,0.3870967741935484,0.0,0.0,0.7
1,0.1,44,,0.5484264931324849,0.06567764282226562,0.6224443912506104,0.688122034072876,0.7216494845360825,0.13333333333333333,0.21428571428571427,0.49122807017543857,0.0,0.6666666666666666,0.6891891891891891
1,1.0,42,,0.48843115033961715,0.06459283828735352,0.6521461009979248,0.7167389392852783,0.7111111111111111,0.43478260869565216,0.08695652173913043,0.24561403508771928,0.0,0.0,0.6710526315789473
1,1.0,43,,0.44394204355799055,0.06338238716125488,0.6682257652282715,0.7316081523895264,0.5979381443298969,0.23529411764705882,0.08,0.2909090909090909,0.0,0.0,0.6490066225165563
1,1.0,44,,0.46657184947557623,0.06578540802001953,0.6521298885345459,0.7179152965545654,0.6875,0.14285714285714285,0.0,0.34615384615384615,0.0,0.6666666666666666,0.6335403726708074
1,10.0,42,,0.46851499914853956,0.05899763107299805,0.6139976978302002,0.6729953289031982,0.7111111111111111,0.43478260869565216,0.0,0.21428571428571427,0.0,0.0,0.6623376623376623
1,10.0,43,,0.44905615968241597,0.059342145919799805,0.6302869319915771,0.689629077911377,0.6122448979591837,0.23529411764705882,0.08,0.2962962962962963,0.0,0.0,0.6490066225165563
1,10.0,44,,0.4591576595795112,0.0588383674621582,0.6184256076812744,0.6772639751434326,0.6875,0.14285714285714285,0.0,0.32653061224489793,0.0,0.6666666666666666,0.6219512195121951
1,100.0,42,,0.46851499914853956,0.06062936782836914,0.6268587112426758,0.6874880790710449,0.7111111111111111,0.43478260869565216,0.0,0.21428571428571427,0.0,0.0,0.6623376623376623
1,100.0,43,,0.44905615968241597,0.06059145927429199,0.6082606315612793,0.6688520908355713,0.6122448979591837,0.23529411764705882,0.08,0.2962962962962963,0.0,0.0,0.6490066225165563
1,100.0,44,,0.4591576595795112,0.05980205535888672,0.6085727214813232,0.66837477684021,0.6875,0.14285714285714285,0.0,0.32653061224489793,0.0,0.6666666666666666,0.6219512195121951
1,10000.0,42,,0.496522038667734,0.06045246124267578,0.6315658092498779,0.6920182704925537,0.6593406593406593,0.3333333333333333,0.16666666666666666,0.3,0.0,0.6666666666666666,0.6754966887417219
1,10000.0,43,,0.4536215732381146,0.06073451042175293,0.6254932880401611,0.6862277984619141,0.6105263157894737,0.125,0.14285714285714285,0.2857142857142857,0.0,0.6666666666666666,0.6486486486486487
1,10000.0,44,,0.47904731796119887,0.05999875068664551,0.6186408996582031,0.6786396503448486,0.6947368421052632,0.0,0.0,0.41379310344827586,0.0,0.6666666666666666,0.6580645161290323
