lr,gamma,f1_mean,f1_std,n_folds_ok,train_time_mean,test_time_mean,total_time_mean
0.05,0.0001,0.3682539682539683,0.035916534917411945,3,13.842435042063395,0.6532648404439291,14.495699882507324
0.05,0.01,0.3333333333333333,0.07417981870189158,3,13.974142869313559,0.6930782794952393,14.667221148808798
0.05,0.1,0.2766439909297052,0.10642049740526986,3,13.293886184692383,0.5907418727874756,13.884628057479858
0.05,1.0,0.3195011337868481,0.11185231053478288,3,13.46810762087504,0.6197285652160645,14.087836186091105
0.05,10.0,0.3195011337868481,0.11185231053478288,3,13.373851537704468,0.6309247016906738,14.004776239395142
0.05,100.0,0.3195011337868481,0.11185231053478288,3,13.462794303894043,0.6425553957621256,14.105349699656168
0.05,10000.0,0.3195011337868481,0.11185231053478288,3,11.04377810160319,0.57326873143514,11.61704683303833
